record_id,product_key,model_code,category,brand_tier,site,collected_at,condition,views,title_len,price
R02542,P00878,MC-7178-0878,家電,2,site_B,2026-02-03,新品,178,37,93155
R02543,P01002,MC-3768-1002,ファッション,0,site_A,2026-01-10,ほぼ新品,270,65,17861
R02544,P00180,MC-7010-0180,スポーツ,1,site_A,2026-01-31,傷や汚れあり,62,83,6636
R02545,P00496,MC-8729-0496,本・音楽,0,site_B,2025-10-07,全体的に状態が悪い,296,25,2090
R02546,P01412,MC-1378-1412,ファッション,1,site_C,2026-02-04,傷や汚れあり,119,50,6198
R02547,P01242,MC-4889-1242,ホビー,1,site_E,2025-11-15,傷や汚れあり,430,118,5420
R02548,P01852,MC-2704-1852,ファッション,0,site_A,2025-10-16,新品,148,63,4090
R02549,P00053,MC-8549-0053,スポーツ,0,site_B,2026-01-08,傷や汚れあり,135,75,6251
R02550,P02039,MC-2484-2039,本・音楽,0,site_A,2025-10-02,傷や汚れあり,131,89,960
R02551,P00666,MC-6861-0666,ホビー,1,site_D,2026-01-24,傷や汚れあり,202,43,3167
R02552,P00047,MC-3733-0047,ホビー,2,site_C,2026-01-19,全体的に状態が悪い,51,87,6568
R02553,P01384,MC-8436-1384,本・音楽,1,site_E,2026-02-13,傷や汚れあり,443,128,389
R02555,P01597,MC-6358-1597,本・音楽,1,site_C,2025-12-03,ほぼ新品,108,117,868
R02556,P01903,MC-1567-1903,スポーツ,0,site_B,2025-12-21,全体的に状態が悪い,164,89,6143
R02557,P01169,MC-3197-1169,ファッション,0,site_A,2026-02-14,新品,65,93,3454
R02558,P01285,MC-9775-1285,家電,0,site_B,2025-11-15,新品,350,96,43660
R02559,P01554,MC-3382-1554,家電,2,site_B,2026-01-02,ほぼ新品,124,116,122950
R02560,P02016,MC-1856-2016,本・音楽,0,site_E,2026-01-05,ほぼ新品,27,68,933
R02561,P00537,MC-6050-0537,スポーツ,0,site_A,2026-02-07,傷や汚れあり,136,117,3978
R02562,P00970,MC-9503-0970,本・音楽,1,site_D,2025-11-22,全体的に状態が悪い,228,20,1858
R02563,P00642,MC-1284-0642,スポーツ,1,site_C,2025-11-13,新品,156,100,19603
R02564,P00838,MC-4870-0838,ホビー,0,site_B,2025-10-21,ほぼ新品,67,90,3733
R02567,P01431,MC-5432-1431,スポーツ,1,site_E,2025-10-29,全体的に状態が悪い,224,23,5820
R02568,P02121,MC-9098-2121,ホビー,1,site_B,2025-10-06,ほぼ新品,292,21,14994
R02569,P01487,MC-3575-1487,ファッション,0,site_A,2025-11-30,ほぼ新品,346,74,11074
R02570,P01331,MC-7652-1331,ファッション,2,site_A,2026-02-05,全体的に状態が悪い,33,57,3381
R02571,P02020,MC-2949-2020,ホビー,1,site_E,2025-10-27,新品,535,66,8855
R02573,P01938,MC-6110-1938,家電,0,site_E,2026-02-28,傷や汚れあり,165,44,8984
R02574,P00617,MC-2720-0617,家電,0,site_A,2026-01-06,新品,101,127,35307
R02576,P01235,MC-5229-1235,ファッション,0,site_B,2025-12-20,傷や汚れあり,10,73,4004
R02577,P00241,MC-7480-0241,ホビー,0,site_A,2025-11-30,ほぼ新品,261,61,45794
R02578,P00221,MC-4500-0221,スポーツ,2,site_D,2026-02-23,ほぼ新品,210,73,10333
R02579,P00643,MC-8806-0643,ホビー,0,site_B,2026-01-19,ほぼ新品,151,122,15568
R02581,P00485,MC-5531-0485,家電,2,site_E,2025-11-03,新品,72,35,110831
R02582,P00949,MC-1564-0949,家電,1,site_C,2025-10-20,ほぼ新品,135,31,28423
R02583,P00766,MC-4095-0766,本・音楽,0,site_A,2026-01-13,新品,272,60,1734
R02584,P01468,MC-2062-1468,ファッション,0,site_C,2026-01-13,傷や汚れあり,169,97,5019
R02585,P01091,MC-3528-1091,本・音楽,0,site_E,2026-02-14,傷や汚れあり,168,110,298
R02586,P02133,MC-3282-2133,家電,0,site_E,2026-01-10,全体的に状態が悪い,99,45,14997
R02587,P01190,MC-5479-1190,ファッション,1,site_E,2025-10-14,ほぼ新品,102,21,8618
R02590,P00979,MC-8665-0979,ホビー,0,site_B,2026-02-18,ほぼ新品,27,26,6387
R02591,P01443,MC-2075-1443,家電,0,site_C,2025-11-29,ほぼ新品,105,101,40099
R02592,P01403,MC-3978-1403,ホビー,0,site_D,2025-12-14,ほぼ新品,42,66,5290
R02593,P01901,MC-8901-1901,ファッション,1,site_A,2025-11-08,傷や汚れあり,43,78,2779
R02594,P01067,MC-6244-1067,ファッション,0,site_A,2025-12-04,新品,204,60,14410
R02595,P01249,MC-8343-1249,ファッション,1,site_C,2025-11-10,ほぼ新品,137,69,4637
R02596,P01273,MC-6634-1273,スポーツ,1,site_D,2025-10-16,傷や汚れあり,121,124,4048
R02597,P00726,MC-7819-0726,ホビー,1,site_A,2025-11-29,ほぼ新品,143,85,19348
R02598,P00385,MC-1254-0385,ホビー,2,site_E,2025-12-26,傷や汚れあり,387,122,9659
R02599,P01741,MC-1641-1741,スポーツ,0,site_B,2025-11-08,傷や汚れあり,41,113,3353
R02600,P02013,MC-1611-2013,家電,1,site_E,2025-10-06,傷や汚れあり,336,79,125489
R02601,P01297,MC-9723-1297,家電,0,site_B,2025-10-27,傷や汚れあり,39,110,18723
R02602,P01015,MC-7882-1015,スポーツ,0,site_E,2026-02-28,傷や汚れあり,419,112,13011
R02603,P01386,MC-9074-1386,スポーツ,1,site_E,2025-12-23,ほぼ新品,247,54,22287
R02604,P00784,MC-4167-0784,家電,1,site_B,2025-12-20,新品,187,50,79370
R02605,P00916,MC-1522-0916,スポーツ,1,site_A,2026-01-31,傷や汚れあり,84,127,6533
R02607,P01205,MC-9288-1205,スポーツ,1,site_A,2026-01-20,新品,35,104,4650
R02608,P01250,MC-8357-1250,家電,1,site_B,2026-01-04,ほぼ新品,61,16,22542
R02609,P02058,MC-8260-2058,本・音楽,0,site_B,2026-02-18,傷や汚れあり,155,78,2322
R02610,P00028,MC-2986-0028,ホビー,1,site_E,2025-10-08,傷や汚れあり,169,16,3293
R02611,P01112,MC-2288-1112,スポーツ,0,site_B,2025-12-04,ほぼ新品,179,72,8954
R02612,P01177,MC-3662-1177,ファッション,1,site_B,2025-12-09,新品,76,90,10933
R02614,P01073,MC-3219-1073,家電,0,site_C,2025-10-16,全体的に状態が悪い,167,72,5537
R02616,P01261,MC-4604-1261,スポーツ,2,site_C,2025-12-22,ほぼ新品,94,46,20441
R02617,P01001,MC-6528-1001,スポーツ,2,site_A,2026-01-07,ほぼ新品,240,26,18922
R02618,P01024,MC-9776-1024,ファッション,0,site_A,2025-12-30,ほぼ新品,414,117,3693
R02619,P00283,MC-2490-0283,スポーツ,1,site_A,2025-10-20,ほぼ新品,178,98,14731
R02620,P01099,MC-1517-1099,ファッション,1,site_C,2026-02-01,傷や汚れあり,265,88,6661
R02621,P00375,MC-6086-0375,ホビー,0,site_E,2026-02-19,ほぼ新品,181,40,11853
R02622,P00974,MC-9885-0974,スポーツ,1,site_A,2025-11-21,ほぼ新品,178,15,18755
R02623,P01829,MC-8083-1829,ファッション,1,site_A,2025-12-25,ほぼ新品,149,61,19680
R02624,P02186,MC-1191-2186,ファッション,0,site_D,2026-02-19,新品,97,92,3477
R02625,P01947,MC-6705-1947,家電,0,site_C,2025-10-25,ほぼ新品,494,35,56103
R02626,P01107,MC-8510-1107,家電,0,site_D,2025-11-14,全体的に状態が悪い,66,102,9275
R02627,P00299,MC-3212-0299,ホビー,0,site_C,2025-12-20,ほぼ新品,247,55,15656
R02628,P01472,MC-3748-1472,ホビー,1,site_C,2025-10-05,ほぼ新品,134,120,12457
R02629,P01798,MC-5822-1798,スポーツ,2,site_A,2026-02-26,ほぼ新品,79,86,37399
R02630,P00287,MC-8236-0287,家電,2,site_C,2025-11-08,ほぼ新品,118,43,61857
R02631,P00414,MC-6492-0414,家電,2,site_D,2025-11-28,傷や汚れあり,80,35,29596
R02632,P01474,MC-6616-1474,スポーツ,0,site_A,2026-02-19,傷や汚れあり,60,56,3770
R02633,P00355,MC-8197-0355,ホビー,1,site_E,2026-01-23,傷や汚れあり,134,65,2447
R02634,P00950,MC-3991-0950,ファッション,1,site_D,2026-01-18,全体的に状態が悪い,176,20,3266
R02635,P00270,MC-5092-0270,ファッション,0,site_B,2025-11-19,傷や汚れあり,7,120,3736
R02636,P00969,MC-3429-0969,家電,0,site_E,2025-11-22,傷や汚れあり,217,73,14743
R02637,P00208,MC-7695-0208,スポーツ,0,site_E,2025-11-04,全体的に状態が悪い,195,53,2885
R02638,P00726,MC-7819-0726,ホビー,1,site_B,2025-11-28,ほぼ新品,148,17,19428
R02639,P00963,MC-1453-0963,ホビー,0,site_C,2026-01-09,ほぼ新品,215,34,13260
R02640,P01941,MC-1291-1941,スポーツ,1,site_B,2026-01-16,ほぼ新品,84,34,20786
R02641,P02071,MC-4566-2071,スポーツ,1,site_E,2025-12-03,ほぼ新品,34,73,46115
R02642,P01679,MC-7580-1679,家電,1,site_D,2026-02-04,傷や汚れあり,113,81,51154
R02643,P00834,MC-8241-0834,スポーツ,0,site_D,2025-11-01,新品,114,64,12577
R02644,P00111,MC-2903-0111,ホビー,1,site_A,2026-01-05,ほぼ新品,312,117,11453
R02645,P01350,MC-2180-1350,家電,0,site_B,2026-01-24,新品,161,90,84934
R02646,P00398,MC-2703-0398,ホビー,0,site_C,2025-10-03,傷や汚れあり,104,123,4491
R02647,P00621,MC-2250-0621,本・音楽,0,site_A,2025-11-08,傷や汚れあり,230,36,1316
R02649,P00965,MC-6725-0965,ホビー,0,site_D,2025-12-04,ほぼ新品,167,110,4186
R02650,P00340,MC-5099-0340,家電,1,site_D,2025-10-16,ほぼ新品,66,74,102756
R02651,P02044,MC-1392-2044,本・音楽,2,site_B,2026-01-01,傷や汚れあり,112,110,1796
R02652,P01625,MC-9415-1625,家電,2,site_E,2025-12-03,傷や汚れあり,165,64,78218
R02654,P00015,MC-3863-0015,本・音楽,2,site_D,2025-11-03,傷や汚れあり,209,113,666
R02655,P01143,MC-3233-1143,家電,0,site_A,2025-11-08,ほぼ新品,54,24,42808
R02656,P00476,MC-1851-0476,スポーツ,1,site_B,2025-12-15,傷や汚れあり,103,53,6667
R02657,P00080,MC-2836-0080,スポーツ,1,site_E,2025-11-22,新品,153,117,22410
R02658,P01977,MC-9970-1977,ファッション,1,site_B,2025-10-02,ほぼ新品,194,44,15542
R02659,P02195,MC-6434-2195,家電,1,site_D,2025-10-19,傷や汚れあり,110,29,41559
R02660,P01546,MC-1642-1546,ファッション,2,site_D,2025-12-31,ほぼ新品,44,47,7819
R02661,P01087,MC-4415-1087,本・音楽,0,site_D,2025-11-22,新品,55,21,1052
R02662,P01233,MC-7268-1233,スポーツ,1,site_D,2025-11-27,ほぼ新品,32,81,5197
R02663,P01137,MC-5957-1137,ホビー,1,site_D,2026-02-28,ほぼ新品,112,112,4646
R02664,P00098,MC-1110-0098,ホビー,2,site_A,2026-02-07,ほぼ新品,58,49,9504
R02665,P01535,MC-3905-1535,家電,0,site_A,2025-12-10,傷や汚れあり,139,126,11492
R02666,P01166,MC-7918-1166,家電,0,site_D,2026-01-06,全体的に状態が悪い,225,29,6790
R02667,P01957,MC-1260-1957,本・音楽,0,site_B,2026-02-24,傷や汚れあり,79,17,701
R02669,P00631,MC-1645-0631,ファッション,0,site_A,2025-12-21,全体的に状態が悪い,44,108,1936
R02670,P01097,MC-4710-1097,ファッション,1,site_A,2025-10-10,ほぼ新品,4,117,5117
R02672,P01538,MC-1953-1538,ファッション,1,site_C,2026-02-13,ほぼ新品,411,55,7797
R02673,P01794,MC-3034-1794,ファッション,1,site_B,2025-10-26,傷や汚れあり,79,128,7464
R02674,P00000,MC-6740-0000,ファッション,0,site_E,2026-02-11,ほぼ新品,255,99,15388
R02675,P02080,MC-7597-2080,ファッション,0,site_D,2025-12-21,新品,63,106,5358
R02676,P00042,MC-3073-0042,ファッション,1,site_C,2026-02-11,ほぼ新品,49,25,17520
R02677,P00710,MC-2499-0710,家電,0,site_E,2026-01-06,傷や汚れあり,36,36,11183
R02678,P00056,MC-5116-0056,ファッション,1,site_E,2026-01-12,ほぼ新品,301,45,10104
R02679,P00669,MC-6161-0669,本・音楽,1,site_B,2026-01-01,全体的に状態が悪い,51,127,1792
R02681,P02115,MC-2486-2115,ホビー,0,site_E,2026-02-20,ほぼ新品,228,65,8298
R02684,P00133,MC-5259-0133,ファッション,1,site_E,2025-12-26,新品,116,121,8666
R02685,P01986,MC-4980-1986,ファッション,0,site_B,2025-12-24,ほぼ新品,85,74,7995
R02686,P01051,MC-1394-1051,スポーツ,0,site_C,2026-01-20,傷や汚れあり,126,29,7389
R02687,P00993,MC-5215-0993,ファッション,1,site_D,2026-01-13,傷や汚れあり,180,39,9033
R02688,P01243,MC-6132-1243,ファッション,0,site_D,2026-01-16,傷や汚れあり,200,28,5480
R02689,P00066,MC-5212-0066,家電,0,site_A,2025-12-21,傷や汚れあり,70,31,7611
R02690,P00635,MC-2876-0635,家電,2,site_C,2026-01-30,傷や汚れあり,165,26,39088
R02691,P00443,MC-9684-0443,ホビー,0,site_C,2025-10-04,ほぼ新品,77,20,9171
R02692,P01673,MC-4410-1673,ホビー,0,site_A,2026-02-19,ほぼ新品,104,68,4658
R02693,P01956,MC-5515-1956,家電,0,site_D,2025-11-05,新品,138,59,60057
R02694,P01516,MC-3238-1516,スポーツ,0,site_D,2025-10-16,傷や汚れあり,62,122,18683
R02695,P01911,MC-1497-1911,ホビー,0,site_A,2025-10-18,全体的に状態が悪い,58,30,1145
R02696,P00415,MC-1176-0415,家電,0,site_C,2025-12-30,傷や汚れあり,163,21,18912
R02697,P00422,MC-9555-0422,ホビー,1,site_B,2026-02-02,ほぼ新品,149,40,29363
R02698,P01842,MC-6291-1842,ファッション,2,site_C,2025-11-03,ほぼ新品,211,103,4955
R02699,P01267,MC-8424-1267,スポーツ,0,site_D,2025-12-14,ほぼ新品,94,121,3400
R02700,P00617,MC-2720-0617,家電,0,site_B,2026-01-07,ほぼ新品,151,75,26032
R02701,P00597,MC-7968-0597,本・音楽,0,site_C,2025-10-21,ほぼ新品,57,69,760
R02704,P00332,MC-9958-0332,家電,0,site_B,2026-01-20,傷や汚れあり,184,127,18992
R02706,P00309,MC-8672-0309,スポーツ,2,site_E,2026-02-10,傷や汚れあり,216,96,24877
R02707,P00668,MC-2586-0668,ホビー,0,site_C,2026-02-16,傷や汚れあり,20,98,1528
R02709,P00684,MC-2371-0684,ファッション,0,site_C,2025-11-27,傷や汚れあり,290,34,5159
R02710,P02037,MC-4232-2037,ファッション,0,site_C,2025-10-31,傷や汚れあり,280,78,4265
R02711,P01725,MC-4852-1725,ファッション,0,site_A,2026-02-06,ほぼ新品,141,92,5356
R02712,P00657,MC-9067-0657,ファッション,1,site_A,2026-02-25,全体的に状態が悪い,83,112,1271
R02713,P01000,MC-1212-1000,ファッション,2,site_D,2025-11-08,ほぼ新品,16,94,4420
R02714,P01721,MC-9254-1721,ファッション,1,site_A,2025-12-28,ほぼ新品,239,72,3135
R02715,P00425,MC-3149-0425,スポーツ,1,site_A,2025-10-21,ほぼ新品,173,71,32172
R02716,P00981,MC-3792-0981,本・音楽,1,site_C,2025-12-29,ほぼ新品,84,101,600
R02717,P01866,MC-7831-1866,本・音楽,0,site_A,2025-10-15,傷や汚れあり,205,39,3273
R02718,P02032,MC-5631-2032,ホビー,0,site_B,2026-01-07,ほぼ新品,192,59,19878
R02719,P00220,MC-8976-0220,ホビー,1,site_E,2026-01-29,傷や汚れあり,282,119,8905
R02720,P01696,MC-4810-1696,ホビー,1,site_C,2026-01-02,新品,184,97,41886
R02721,P00283,MC-2490-0283,スポーツ,1,site_B,2025-10-23,傷や汚れあり,202,111,19467
R02722,P01835,MC-9349-1835,ファッション,1,site_A,2026-01-03,ほぼ新品,156,37,6315
R02723,P01490,MC-7996-1490,本・音楽,1,site_C,2026-01-22,全体的に状態が悪い,235,98,734
R02724,P00531,MC-1968-0531,本・音楽,0,site_E,2025-10-18,全体的に状態が悪い,304,129,1038
R02725,P01186,MC-2385-1186,スポーツ,0,site_D,2025-12-13,新品,354,58,43552
R02726,P00572,MC-9468-0572,ホビー,0,site_C,2025-12-12,ほぼ新品,155,46,5861
R02727,P02093,MC-5143-2093,家電,0,site_B,2025-11-17,全体的に状態が悪い,278,27,16001
R02728,P00588,MC-8506-0588,家電,1,site_C,2025-11-25,傷や汚れあり,47,103,28819
R02729,P00929,MC-1625-0929,ファッション,0,site_B,2026-01-20,新品,38,74,13286
R02730,P00571,MC-8947-0571,ホビー,1,site_D,2026-02-13,全体的に状態が悪い,40,34,2764
R02731,P00195,MC-6875-0195,家電,2,site_A,2025-12-23,傷や汚れあり,204,90,105019
R02733,P01415,MC-2217-1415,スポーツ,1,site_B,2025-11-28,全体的に状態が悪い,30,100,7117
R02734,P01665,MC-4488-1665,家電,0,site_D,2026-01-27,新品,174,47,38892
R02735,P00906,MC-5888-0906,ホビー,0,site_E,2026-01-29,傷や汚れあり,254,53,2817
R02736,P00357,MC-6267-0357,家電,0,site_B,2025-10-30,傷や汚れあり,87,117,17325
R02737,P00042,MC-3073-0042,ファッション,1,site_A,2026-02-08,新品,341,67,36686
R02738,P00542,MC-3027-0542,ファッション,1,site_C,2025-10-17,傷や汚れあり,54,55,6038
R02739,P02053,MC-7151-2053,家電,0,site_D,2025-11-17,傷や汚れあり,118,80,6713
R02741,P01359,MC-6949-1359,ファッション,1,site_A,2026-01-02,ほぼ新品,46,84,24853
R02742,P00479,MC-1849-0479,家電,0,site_C,2026-01-10,全体的に状態が悪い,61,116,3329
R02744,P02077,MC-5252-2077,ホビー,0,site_A,2025-12-13,傷や汚れあり,168,26,5826
R02745,P02020,MC-2949-2020,ホビー,1,site_D,2025-10-29,ほぼ新品,68,63,7418
R02746,P00736,MC-5894-0736,本・音楽,1,site_D,2026-01-27,傷や汚れあり,81,30,3357
R02748,P01294,MC-7875-1294,ホビー,0,site_D,2025-12-23,ほぼ新品,50,80,14067
R02749,P01836,MC-7706-1836,ファッション,2,site_E,2026-02-06,傷や汚れあり,261,95,10346
R02750,P00188,MC-9270-0188,ホビー,0,site_A,2026-01-26,傷や汚れあり,107,61,3020
R02751,P00404,MC-7479-0404,本・音楽,2,site_E,2025-10-21,ほぼ新品,235,86,2314
R02752,P00866,MC-4326-0866,ファッション,1,site_E,2026-01-07,全体的に状態が悪い,33,92,1993
R02753,P02181,MC-7780-2181,ホビー,2,site_E,2025-11-20,ほぼ新品,89,112,23709
R02754,P00752,MC-8667-0752,本・音楽,2,site_A,2026-02-25,ほぼ新品,52,110,516
R02755,P00473,MC-7429-0473,ファッション,1,site_D,2026-02-08,ほぼ新品,204,84,23626
R02757,P02039,MC-2484-2039,本・音楽,0,site_B,2025-10-03,新品,117,28,831
R02758,P02124,MC-1211-2124,家電,0,site_C,2025-11-11,傷や汚れあり,78,99,22061
R02759,P01225,MC-1127-1225,ファッション,1,site_E,2025-11-12,ほぼ新品,504,116,4722
R02760,P01713,MC-9870-1713,ファッション,1,site_C,2025-11-13,全体的に状態が悪い,169,32,1565
R02761,P01581,MC-4600-1581,ファッション,0,site_D,2025-11-24,ほぼ新品,113,117,5193
R02762,P01963,MC-4610-1963,ファッション,2,site_C,2025-11-03,傷や汚れあり,161,50,6340
R02764,P00170,MC-2882-0170,家電,2,site_B,2025-11-06,ほぼ新品,41,30,133651
R02765,P01826,MC-5936-1826,ファッション,1,site_C,2026-01-13,新品,54,18,6080
R02766,P01764,MC-8102-1764,家電,2,site_B,2026-02-26,ほぼ新品,92,104,33470
R02767,P00665,MC-7564-0665,ファッション,2,site_E,2025-12-02,ほぼ新品,172,66,23342
R02768,P00618,MC-6870-0618,ファッション,1,site_A,2025-11-22,ほぼ新品,53,29,6565
R02769,P00509,MC-9513-0509,スポーツ,1,site_D,2026-01-02,ほぼ新品,105,127,5197
R02770,P01209,MC-6778-1209,ホビー,0,site_D,2025-11-17,ほぼ新品,127,67,20664
R02771,P00403,MC-9269-0403,スポーツ,1,site_C,2025-10-02,傷や汚れあり,220,51,23142
R02772,P01723,MC-7964-1723,ホビー,0,site_E,2025-11-27,ほぼ新品,269,125,7343
R02774,P00525,MC-6398-0525,スポーツ,0,site_A,2026-01-18,ほぼ新品,65,74,1580
R02775,P00375,MC-6086-0375,ホビー,0,site_C,2026-02-16,ほぼ新品,381,110,8321
R02776,P00868,MC-8168-0868,ファッション,1,site_B,2025-11-20,全体的に状態が悪い,182,27,6348
R02778,P00642,MC-1284-0642,スポーツ,1,site_D,2025-11-15,ほぼ新品,224,46,20936
R02779,P00390,MC-7330-0390,家電,0,site_E,2026-02-11,ほぼ新品,223,88,10688
R02782,P00965,MC-6725-0965,ホビー,0,site_B,2025-12-08,傷や汚れあり,45,127,1873
R02784,P00878,MC-7178-0878,家電,2,site_D,2026-02-02,傷や汚れあり,86,94,22458
R02785,P00556,MC-8750-0556,スポーツ,1,site_E,2026-01-15,傷や汚れあり,57,112,8220
R02786,P01640,MC-3266-1640,ホビー,1,site_D,2026-01-22,ほぼ新品,316,97,16201
R02787,P01298,MC-2606-1298,家電,0,site_C,2026-01-13,傷や汚れあり,339,22,14620
R02788,P01635,MC-2295-1635,ホビー,1,site_C,2025-11-09,ほぼ新品,19,99,29298
R02789,P02064,MC-4755-2064,家電,0,site_B,2025-12-16,ほぼ新品,189,113,13683
R02790,P01854,MC-5445-1854,ホビー,0,site_B,2025-11-05,ほぼ新品,493,29,10540
R02791,P01539,MC-9257-1539,本・音楽,0,site_E,2025-10-15,傷や汚れあり,88,88,375
R02792,P01666,MC-9706-1666,家電,1,site_D,2026-02-15,傷や汚れあり,118,102,9416
R02793,P00999,MC-4264-0999,ホビー,0,site_A,2025-10-03,傷や汚れあり,142,98,1517
R02794,P00288,MC-4851-0288,ホビー,0,site_D,2025-12-26,ほぼ新品,313,118,8129
R02795,P00932,MC-8009-0932,ファッション,0,site_E,2025-11-18,ほぼ新品,66,94,2796
R02797,P00092,MC-1068-0092,ファッション,2,site_D,2025-10-15,新品,212,119,27892
R02798,P00759,MC-8305-0759,ファッション,0,site_B,2026-02-20,傷や汚れあり,183,118,1650
R02799,P01681,MC-5411-1681,ファッション,2,site_C,2025-10-10,全体的に状態が悪い,107,105,9445
R02800,P01168,MC-3190-1168,ファッション,1,site_D,2025-12-10,傷や汚れあり,68,62,3772
R02801,P01212,MC-2650-1212,ホビー,1,site_E,2026-01-02,ほぼ新品,124,87,4142
R02803,P00009,MC-5986-0009,本・音楽,1,site_B,2025-11-26,傷や汚れあり,55,20,655
R02804,P01337,MC-4938-1337,ファッション,1,site_B,2026-01-15,新品,62,120,15728
R02805,P00469,MC-3260-0469,家電,0,site_E,2025-10-10,傷や汚れあり,189,24,22620
R02807,P01742,MC-8001-1742,スポーツ,0,site_B,2025-11-28,傷や汚れあり,225,110,13251
R02808,P01270,MC-4596-1270,ファッション,0,site_E,2026-02-28,傷や汚れあり,203,116,2150
R02809,P01635,MC-2295-1635,ホビー,1,site_D,2025-11-07,新品,89,64,59916
R02810,P01675,MC-4940-1675,スポーツ,0,site_D,2025-12-14,ほぼ新品,348,78,9318
R02811,P01443,MC-2075-1443,家電,0,site_D,2025-12-01,全体的に状態が悪い,366,35,13884
R02812,P00258,MC-6235-0258,ホビー,0,site_B,2026-01-27,傷や汚れあり,110,90,5575
R02813,P01611,MC-2817-1611,スポーツ,0,site_B,2025-11-11,ほぼ新品,80,122,4208
R02814,P00886,MC-9807-0886,スポーツ,2,site_D,2025-12-02,傷や汚れあり,178,63,11715
R02815,P01993,MC-1718-1993,ホビー,1,site_C,2026-01-10,全体的に状態が悪い,77,46,4187
R02816,P00096,MC-6588-0096,ファッション,1,site_E,2026-02-21,ほぼ新品,109,95,9362
R02817,P00959,MC-3431-0959,スポーツ,1,site_B,2025-12-21,傷や汚れあり,61,74,8767
R02818,P01472,MC-3748-1472,ホビー,1,site_B,2025-10-04,傷や汚れあり,35,85,4217
R02819,P00273,MC-8525-0273,ホビー,1,site_E,2025-12-15,傷や汚れあり,30,38,2152
R02820,P01136,MC-7537-1136,家電,0,site_D,2025-12-30,全体的に状態が悪い,43,72,5370
R02822,P00032,MC-1760-0032,本・音楽,1,site_D,2026-02-25,ほぼ新品,119,75,1182
R02823,P02107,MC-1152-2107,ホビー,0,site_A,2026-01-23,傷や汚れあり,90,85,3271
R02824,P00457,MC-6177-0457,ファッション,0,site_C,2026-01-08,全体的に状態が悪い,346,83,2934
R02825,P01733,MC-4772-1733,ファッション,0,site_C,2025-10-07,ほぼ新品,578,86,7416
R02826,P01827,MC-4459-1827,本・音楽,2,site_B,2026-01-31,傷や汚れあり,350,24,1522
R02827,P00957,MC-4024-0957,ファッション,0,site_C,2026-02-24,ほぼ新品,98,79,5264
R02828,P01637,MC-1381-1637,本・音楽,1,site_B,2025-12-12,ほぼ新品,131,46,1973
R02829,P02175,MC-5180-2175,ファッション,0,site_B,2025-10-07,傷や汚れあり,213,80,4042
R02830,P00517,MC-7313-0517,ホビー,1,site_B,2025-11-06,ほぼ新品,17,102,6008
R02831,P00672,MC-9719-0672,ホビー,2,site_D,2025-10-24,ほぼ新品,95,34,13486
R02832,P00348,MC-9894-0348,ファッション,1,site_D,2025-11-16,傷や汚れあり,101,43,35296
R02833,P01451,MC-1970-1451,ホビー,0,site_D,2025-10-24,新品,68,126,7434
R02834,P01560,MC-6918-1560,ファッション,2,site_C,2026-01-28,ほぼ新品,125,17,3386
R02835,P01063,MC-9572-1063,ホビー,1,site_A,2025-11-03,ほぼ新品,332,98,34077
R02838,P01594,MC-3604-1594,本・音楽,1,site_D,2025-10-15,傷や汚れあり,162,104,1193
R02839,P01091,MC-3528-1091,本・音楽,0,site_C,2026-02-14,傷や汚れあり,91,118,347
R02840,P01622,MC-3719-1622,ホビー,0,site_C,2025-10-23,傷や汚れあり,107,99,1265
R02842,P01811,MC-5054-1811,ファッション,0,site_A,2025-11-01,ほぼ新品,219,48,14341
R02843,P00527,MC-9699-0527,本・音楽,1,site_D,2025-10-19,傷や汚れあり,24,95,977
R02844,P00838,MC-4870-0838,ホビー,0,site_A,2025-10-21,新品,85,65,4698
R02845,P02161,MC-9925-2161,本・音楽,0,site_C,2025-11-13,傷や汚れあり,79,124,1273
R02846,P00859,MC-7715-0859,家電,0,site_A,2026-02-12,傷や汚れあり,82,117,25335
R02847,P02040,MC-5835-2040,家電,0,site_D,2025-11-17,新品,73,107,123780
R02848,P00146,MC-8559-0146,ファッション,0,site_D,2025-10-27,傷や汚れあり,133,78,4306
R02849,P00994,MC-2362-0994,本・音楽,1,site_C,2025-12-04,新品,162,85,3176
R02850,P01797,MC-6429-1797,ホビー,1,site_C,2025-11-07,全体的に状態が悪い,15,123,5627
R02852,P00150,MC-9213-0150,スポーツ,2,site_A,2025-10-29,ほぼ新品,153,49,23769
R02853,P01376,MC-1521-1376,ホビー,1,site_A,2026-01-31,傷や汚れあり,416,30,4406
R02854,P00298,MC-1614-0298,ホビー,0,site_B,2025-11-20,ほぼ新品,126,91,8471
R02855,P00131,MC-8970-0131,家電,0,site_A,2026-01-28,全体的に状態が悪い,145,72,7025
R02856,P01520,MC-5862-1520,ホビー,2,site_C,2026-02-16,傷や汚れあり,108,107,4028
R02857,P00613,MC-9141-0613,家電,2,site_B,2025-12-28,全体的に状態が悪い,132,26,42352
R02858,P00201,MC-1560-0201,ファッション,1,site_A,2026-02-10,傷や汚れあり,22,78,5519
R02860,P00440,MC-7957-0440,ファッション,1,site_E,2026-02-05,傷や汚れあり,34,53,6416
R02863,P02153,MC-9643-2153,ホビー,1,site_E,2025-11-24,新品,110,42,12311
R02864,P00562,MC-3207-0562,本・音楽,1,site_E,2025-10-28,新品,62,75,1165
