item_id,category,brand,condition,shipping,listed_at,description_len,views,price
tr_01595,ホビー,brand_12,傷や汚れあり,0,2026-02-26,389.0,73,7443
tr_01596,家電,brand_10,全体的に状態が悪い,0,2026-04-19,429.0,78,9319
tr_01597,家電,brand_00,ほぼ新品,0,2026-01-10,126.0,70,17266
tr_01598,家電,brand_14,新品,0,2026-03-03,23.0,93,21009
tr_01599,スポーツ,brand_08,ほぼ新品,1,2026-01-20,108.0,179,12916
tr_01600,本・音楽,,傷や汚れあり,0,2026-01-25,376.0,279,1313
tr_01601,ファッション,brand_13,新品,0,2026-02-08,186.0,135,4386
tr_01602,ホビー,brand_12,新品,1,2026-03-27,278.0,24,11969
tr_01603,本・音楽,brand_05,全体的に状態が悪い,1,2026-03-04,527.0,418,1053
tr_01604,家電,brand_19,全体的に状態が悪い,1,2026-01-22,406.0,91,15106
tr_01605,本・音楽,,新品,1,2026-01-09,197.0,32,1595
tr_01606,スポーツ,brand_12,新品,1,2026-02-24,598.0,106,18696
tr_01607,本・音楽,,ほぼ新品,0,2026-02-20,284.0,253,1426
tr_01608,本・音楽,brand_19,新品,1,2026-03-30,338.0,107,2329
tr_01609,ホビー,brand_09,傷や汚れあり,0,2026-02-18,553.0,41,4794
tr_01610,家電,brand_16,傷や汚れあり,1,2026-02-09,209.0,125,28294
tr_01611,本・音楽,brand_00,傷や汚れあり,1,2026-03-28,294.0,210,2017
tr_01612,ホビー,brand_19,ほぼ新品,1,2026-03-07,82.0,161,5886
tr_01613,スポーツ,brand_10,ほぼ新品,1,2026-03-04,441.0,33,12875
tr_01614,スポーツ,brand_07,傷や汚れあり,1,2026-01-30,108.0,83,6836
tr_01615,家電,brand_17,ほぼ新品,0,2026-04-20,,104,21848
tr_01616,スポーツ,brand_03,傷や汚れあり,1,2026-02-07,268.0,-1,13390
tr_01617,家電,brand_07,傷や汚れあり,0,2026-01-15,459.0,39,7302
tr_01618,家電,brand_02,傷や汚れあり,0,2026-04-28,143.0,107,34032
tr_01619,家電,brand_04,ほぼ新品,0,2026-01-02,404.0,57,16200
tr_01620,ファッション,brand_00,ほぼ新品,0,2026-02-19,309.0,25,3870
tr_01621,家電,brand_15,ほぼ新品,1,2026-04-04,348.0,94,12766
tr_01622,スポーツ,brand_14,新品,0,2026-04-25,324.0,60,17672
tr_01623,ホビー,brand_16,ほぼ新品,1,2026-03-10,301.0,190,6400
tr_01624,ホビー,brand_00,傷や汚れあり,1,2026-01-01,390.0,37,8560
tr_01625,ホビー,brand_18,傷や汚れあり,1,2026-04-13,437.0,90,12838
tr_01626,スポーツ,brand_07,傷や汚れあり,0,2026-03-20,188.0,350,9622
tr_01627,ホビー,brand_01,新品,1,2026-01-19,67.0,102,7277
tr_01628,ホビー,brand_17,全体的に状態が悪い,0,2026-04-29,78.0,71,5623
tr_01629,ファッション,brand_11,傷や汚れあり,0,2026-02-18,515.0,67,4018
tr_01630,ファッション,brand_17,新品,1,2026-01-31,31.0,40,14001
tr_01631,家電,brand_01,ほぼ新品,1,2026-03-16,278.0,27,14065
tr_01632,ファッション,brand_00,ほぼ新品,1,2026-03-27,281.0,-1,5247
tr_01633,家電,,傷や汚れあり,0,2026-04-06,233.0,30,20503
tr_01634,ファッション,brand_01,ほぼ新品,1,2026-04-11,146.0,5,15968
tr_01635,家電,brand_05,傷や汚れあり,1,2026-01-22,336.0,51,8134
tr_01636,ファッション,brand_18,ほぼ新品,0,2026-03-23,,144,3147
tr_01637,ファッション,brand_17,傷や汚れあり,1,2026-03-15,407.0,153,4006
tr_01638,スポーツ,brand_06,傷や汚れあり,0,2026-01-14,544.0,105,6710
tr_01639,ホビー,brand_19,新品,0,2026-02-01,81.0,34,14576
tr_01640,ファッション,brand_16,新品,1,2026-03-10,326.0,112,11989
tr_01641,家電,brand_04,ほぼ新品,1,2026-04-03,296.0,26,30501
tr_01642,スポーツ,brand_00,傷や汚れあり,0,2026-01-29,300.0,303,5972
tr_01643,家電,brand_05,全体的に状態が悪い,1,2026-02-28,26.0,132,3706
tr_01644,スポーツ,brand_04,傷や汚れあり,0,2026-01-24,,38,3711
tr_01645,スポーツ,brand_14,ほぼ新品,1,2026-04-13,473.0,94,39866
tr_01646,ファッション,brand_08,全体的に状態が悪い,0,2026-03-14,133.0,107,3118
tr_01647,スポーツ,brand_15,新品,1,2026-02-21,31.0,223,23432
tr_01648,スポーツ,brand_13,ほぼ新品,1,2026-02-23,372.0,38,17568
tr_01649,家電,brand_00,全体的に状態が悪い,0,2026-03-25,580.0,61,10046
tr_01650,スポーツ,brand_17,ほぼ新品,0,2026-04-11,138.0,55,7975
tr_01651,スポーツ,brand_10,傷や汚れあり,1,2026-01-15,208.0,69,13075
tr_01652,スポーツ,brand_05,ほぼ新品,1,2026-02-09,69.0,99,5652
tr_01653,本・音楽,,傷や汚れあり,0,2026-01-30,266.0,68,869
tr_01654,家電,brand_07,ほぼ新品,1,2026-03-28,351.0,136,15066
tr_01655,スポーツ,brand_14,ほぼ新品,1,2026-03-04,411.0,101,7845
tr_01656,家電,brand_01,傷や汚れあり,1,2026-02-07,37.0,86,15856
tr_01657,スポーツ,brand_02,ほぼ新品,1,2026-01-23,257.0,25,12472
tr_01658,ファッション,brand_03,傷や汚れあり,1,2026-04-02,289.0,89,2947
tr_01659,スポーツ,brand_02,傷や汚れあり,0,2026-03-01,352.0,128,4954
tr_01660,ファッション,brand_05,ほぼ新品,1,2026-01-13,586.0,103,2319
tr_01661,ファッション,brand_07,傷や汚れあり,0,2026-01-14,481.0,27,2408
tr_01662,家電,brand_06,傷や汚れあり,0,2026-02-13,133.0,87,5375
tr_01663,ファッション,brand_00,ほぼ新品,1,2026-04-17,61.0,109,0
tr_01664,ファッション,brand_12,傷や汚れあり,0,2026-02-25,267.0,96,3724
tr_01665,ファッション,brand_12,傷や汚れあり,0,2026-02-02,180.0,81,6130
tr_01666,スポーツ,brand_08,全体的に状態が悪い,1,2026-01-31,554.0,57,12046
tr_01667,ホビー,brand_17,全体的に状態が悪い,0,2026-01-30,143.0,96,1919
tr_01668,ホビー,brand_14,ほぼ新品,1,2026-01-03,154.0,179,7454
tr_01669,ホビー,brand_17,新品,1,2026-02-16,108.0,72,9350
tr_01670,ファッション,brand_15,ほぼ新品,1,2026-01-06,493.0,189,2638
tr_01671,ホビー,brand_11,ほぼ新品,1,2026-04-17,485.0,20,18748
tr_01672,ホビー,brand_15,全体的に状態が悪い,0,2026-02-14,292.0,94,5584
tr_01673,スポーツ,brand_00,ほぼ新品,1,2026-01-03,280.0,28,5786
tr_01674,家電,brand_16,傷や汚れあり,0,2026-04-17,69.0,104,13465
tr_01675,家電,brand_02,新品,0,2026-03-07,265.0,17,26900
tr_01676,本・音楽,,傷や汚れあり,1,2026-01-07,214.0,83,3486
tr_01677,ファッション,,傷や汚れあり,0,2026-02-25,315.0,116,3102
tr_01678,ファッション,brand_00,新品,1,2026-03-03,504.0,277,9239
tr_01679,家電,brand_04,傷や汚れあり,1,2026-04-01,480.0,165,21968
tr_01680,スポーツ,brand_18,全体的に状態が悪い,1,2026-04-09,468.0,164,5928
tr_01681,家電,brand_08,ほぼ新品,1,2026-04-03,277.0,167,10072
tr_01682,本・音楽,,全体的に状態が悪い,1,2026-01-31,571.0,79,1281
tr_01683,ホビー,brand_03,ほぼ新品,0,2026-04-18,150.0,122,10662
tr_01684,スポーツ,brand_13,ほぼ新品,0,2026-01-22,595.0,129,13483
tr_01685,家電,brand_03,新品,0,2026-01-10,260.0,28,28035
tr_01686,ホビー,brand_08,ほぼ新品,0,2026-04-27,310.0,43,8772
tr_01687,ホビー,brand_09,新品,0,2026-01-31,255.0,140,13073
tr_01688,ファッション,brand_15,全体的に状態が悪い,0,2026-03-30,297.0,94,2547
tr_01689,スポーツ,brand_17,ほぼ新品,1,2026-02-23,289.0,209,7705
tr_01690,家電,brand_01,ほぼ新品,1,2026-03-22,590.0,80,28107
tr_01691,家電,brand_12,新品,1,2026-04-16,531.0,42,28845
tr_01692,家電,brand_16,傷や汚れあり,1,2026-01-13,46.0,29,29852
tr_01693,ファッション,brand_11,傷や汚れあり,0,2026-02-03,169.0,27,4233
tr_01694,家電,brand_16,傷や汚れあり,1,2026-03-20,110.0,113,18695
tr_01695,スポーツ,brand_05,傷や汚れあり,1,2026-01-26,501.0,113,11826
tr_01696,ホビー,brand_08,新品,0,2026-02-09,292.0,33,13813
tr_01697,スポーツ,,傷や汚れあり,0,2026-03-19,338.0,35,20540
tr_01698,家電,brand_07,全体的に状態が悪い,0,2026-01-06,406.0,225,7824
tr_01699,ファッション,brand_14,全体的に状態が悪い,1,2026-03-06,75.0,165,4183
tr_01700,ホビー,,ほぼ新品,1,2026-04-06,361.0,43,13250
tr_01701,ホビー,brand_03,ほぼ新品,0,2026-01-16,521.0,63,7532
tr_01702,家電,brand_04,ほぼ新品,0,2026-04-11,436.0,74,16692
tr_01703,本・音楽,brand_01,全体的に状態が悪い,0,2026-03-18,38.0,181,1009
tr_01704,ファッション,brand_03,傷や汚れあり,0,2026-03-25,107.0,147,4400
tr_01705,本・音楽,brand_03,ほぼ新品,1,2026-01-19,530.0,32,2775
tr_01706,本・音楽,brand_15,ほぼ新品,1,2026-03-09,339.0,55,1344
tr_01707,ファッション,brand_01,新品,1,2026-04-02,528.0,79,12355
tr_01708,ファッション,brand_05,新品,0,2026-04-22,274.0,89,5900
tr_01709,家電,brand_06,全体的に状態が悪い,0,2026-02-26,68.0,157,9430
tr_01710,ファッション,brand_05,ほぼ新品,1,2026-02-26,440.0,167,5030
tr_01711,ホビー,brand_10,傷や汚れあり,1,2026-03-21,87.0,186,6437
tr_01712,スポーツ,brand_16,ほぼ新品,0,2026-04-02,100.0,1,7292
tr_01713,家電,brand_02,全体的に状態が悪い,1,2026-04-26,63.0,106,7387
tr_01714,家電,brand_16,ほぼ新品,0,2026-04-17,237.0,27,26661
tr_01715,本・音楽,brand_05,傷や汚れあり,1,2026-04-02,178.0,132,1668
tr_01716,ファッション,brand_16,ほぼ新品,0,2026-04-17,480.0,67,5472
tr_01717,本・音楽,,新品,1,2026-02-14,24.0,72,2119
tr_01718,家電,brand_03,ほぼ新品,0,2026-02-21,94.0,41,23976
tr_01719,ファッション,brand_12,傷や汚れあり,1,2026-01-22,426.0,154,5089
tr_01720,ファッション,brand_10,全体的に状態が悪い,1,2026-01-11,585.0,47,1887
tr_01721,ファッション,brand_04,全体的に状態が悪い,0,2026-01-16,226.0,165,3219
tr_01722,本・音楽,brand_10,ほぼ新品,0,2026-01-24,476.0,69,2554
tr_01723,ファッション,brand_10,ほぼ新品,1,2026-01-31,456.0,91,6786
tr_01724,家電,brand_15,ほぼ新品,1,2026-01-22,272.0,59,20822
tr_01725,ファッション,,新品,1,2026-01-29,304.0,81,7343
tr_01726,本・音楽,,全体的に状態が悪い,0,2026-02-15,,102,1371
tr_01727,スポーツ,brand_09,全体的に状態が悪い,1,2026-02-24,134.0,70,4546
tr_01728,家電,brand_02,ほぼ新品,0,2026-01-14,174.0,183,17395
tr_01729,本・音楽,brand_09,全体的に状態が悪い,1,2026-03-13,310.0,219,1142
tr_01730,ファッション,brand_09,新品,0,2026-03-23,517.0,279,8326
tr_01731,本・音楽,brand_09,傷や汚れあり,1,2026-03-03,,61,2472
tr_01732,家電,brand_06,ほぼ新品,0,2026-01-12,188.0,139,13104
tr_01733,ファッション,brand_17,全体的に状態が悪い,0,2026-03-25,351.0,98,2097
tr_01734,ホビー,brand_05,傷や汚れあり,1,2026-04-02,269.0,30,2362
tr_01735,本・音楽,,ほぼ新品,1,2026-04-19,156.0,47,1639
tr_01736,ファッション,brand_00,傷や汚れあり,1,2026-01-17,45.0,166,3682
tr_01737,本・音楽,,ほぼ新品,1,2026-04-20,346.0,86,1621
tr_01738,家電,brand_06,全体的に状態が悪い,1,2026-01-30,60.0,194,11328
tr_01739,ホビー,brand_09,傷や汚れあり,1,2026-02-10,117.0,29,3270
tr_01740,スポーツ,brand_07,ほぼ新品,1,2026-04-08,124.0,50,8551
tr_01741,ファッション,brand_14,全体的に状態が悪い,1,2026-03-12,452.0,368,3945
tr_01742,ホビー,,ほぼ新品,0,2026-01-04,599.0,68,6516
tr_01743,ホビー,brand_03,傷や汚れあり,1,2026-04-04,594.0,133,10156
tr_01744,スポーツ,brand_06,ほぼ新品,1,2026-01-04,292.0,32,14817
tr_01745,ファッション,,ほぼ新品,0,2026-01-02,559.0,33,3438
tr_01746,家電,brand_07,全体的に状態が悪い,1,2026-04-17,130.0,47,5725
tr_01747,本・音楽,brand_14,ほぼ新品,1,2026-02-01,470.0,161,1209
tr_01748,ホビー,brand_00,ほぼ新品,1,2026-02-14,334.0,59,4645
tr_01749,ファッション,brand_12,ほぼ新品,0,2026-04-28,188.0,127,3779
tr_01750,ホビー,brand_04,傷や汚れあり,1,2026-01-26,437.0,132,8937
tr_01751,家電,brand_14,傷や汚れあり,0,2026-03-01,446.0,68,7724
tr_01752,家電,brand_09,新品,0,2026-04-27,501.0,20,10510
tr_01753,スポーツ,brand_03,新品,0,2026-02-09,223.0,86,14058
tr_01754,本・音楽,brand_08,ほぼ新品,0,2026-04-07,51.0,14,901
tr_01755,ホビー,brand_01,ほぼ新品,1,2026-02-02,330.0,108,5264
tr_01756,ファッション,brand_19,ほぼ新品,0,2026-04-10,397.0,133,3556
tr_01757,ファッション,brand_17,新品,0,2026-04-03,360.0,197,2316
tr_01758,本・音楽,brand_00,傷や汚れあり,1,2026-03-01,319.0,84,3021
tr_01759,家電,,傷や汚れあり,0,2026-04-04,264.0,189,9872
tr_01760,本・音楽,,傷や汚れあり,0,2026-02-08,324.0,87,1881
tr_01761,家電,brand_09,ほぼ新品,1,2026-02-03,270.0,175,11245
tr_01762,家電,,新品,1,2026-01-18,478.0,21,28136
tr_01763,スポーツ,brand_11,全体的に状態が悪い,0,2026-03-27,37.0,73,3331
tr_01764,スポーツ,brand_00,ほぼ新品,1,2026-02-23,280.0,14,11564
tr_01765,家電,brand_14,傷や汚れあり,1,2026-03-21,373.0,121,18473
tr_01766,スポーツ,brand_18,ほぼ新品,0,2026-02-09,445.0,129,6877
tr_01767,ホビー,brand_19,全体的に状態が悪い,1,2026-04-24,342.0,71,6571
tr_01768,ファッション,brand_09,ほぼ新品,0,2026-03-18,290.0,11,2646
tr_01769,ファッション,brand_14,ほぼ新品,1,2026-02-07,425.0,141,8905
tr_01770,ホビー,brand_16,傷や汚れあり,0,2026-04-08,585.0,198,7760
tr_01771,ファッション,brand_13,ほぼ新品,0,2026-04-26,153.0,24,1640
tr_01772,ホビー,brand_06,新品,1,2026-03-24,506.0,48,11468
tr_01773,家電,brand_11,ほぼ新品,0,2026-02-21,531.0,22,42204
tr_01774,家電,brand_07,新品,0,2026-04-09,520.0,178,26936
tr_01775,ファッション,brand_19,ほぼ新品,1,2026-01-01,588.0,79,3721
tr_01776,ファッション,brand_11,傷や汚れあり,1,2026-02-07,465.0,-1,5660
tr_01777,スポーツ,brand_04,傷や汚れあり,1,2026-01-07,492.0,147,11812
tr_01778,ファッション,brand_00,ほぼ新品,0,2026-01-27,420.0,441,4982
tr_01779,ファッション,brand_02,傷や汚れあり,0,2026-02-02,380.0,38,7871
tr_01780,家電,brand_13,傷や汚れあり,1,2026-02-07,526.0,88,23896
tr_01781,家電,brand_18,傷や汚れあり,1,2026-02-08,397.0,25,12845
tr_01782,ファッション,brand_03,傷や汚れあり,1,2026-04-29,197.0,100,2583
tr_01783,スポーツ,brand_05,ほぼ新品,0,2026-01-15,45.0,106,7433
tr_01784,スポーツ,brand_07,ほぼ新品,1,2026-01-14,429.0,74,26888
tr_01785,ファッション,brand_04,全体的に状態が悪い,0,2026-03-27,446.0,100,3811
tr_01786,ファッション,brand_01,全体的に状態が悪い,1,2026-01-09,239.0,47,7887
tr_01787,ホビー,brand_00,ほぼ新品,1,2026-04-04,232.0,63,9287
tr_01788,家電,,全体的に状態が悪い,0,2026-01-14,86.0,226,7273
tr_01789,家電,brand_18,傷や汚れあり,1,2026-01-11,274.0,131,7977
tr_01790,本・音楽,brand_17,新品,1,2026-03-21,562.0,164,3979
tr_01791,本・音楽,brand_13,ほぼ新品,1,2026-01-07,453.0,55,0
tr_01792,ファッション,brand_13,ほぼ新品,1,2026-02-07,21.0,3,3659
tr_01793,本・音楽,,全体的に状態が悪い,0,2026-03-19,233.0,286,738
tr_01794,家電,brand_11,ほぼ新品,1,2026-03-01,179.0,44,14852
tr_01795,家電,brand_01,傷や汚れあり,1,2026-04-07,274.0,79,11034
tr_01796,ファッション,brand_05,傷や汚れあり,0,2026-01-09,387.0,47,4333
tr_01797,ファッション,brand_11,新品,1,2026-03-29,95.0,53,4527
tr_01798,ホビー,brand_12,全体的に状態が悪い,0,2026-01-03,59.0,103,5358
tr_01799,ホビー,brand_05,全体的に状態が悪い,0,2026-03-07,530.0,296,3301
tr_01800,家電,brand_10,新品,1,2026-02-24,57.0,11,46579
tr_01801,スポーツ,brand_05,新品,0,2026-03-09,323.0,126,10424
tr_01802,家電,,新品,1,2026-01-02,210.0,28,25167
tr_01803,ファッション,brand_14,全体的に状態が悪い,1,2026-03-30,84.0,269,3757
tr_01804,ファッション,brand_03,ほぼ新品,1,2026-01-11,234.0,250,5914
tr_01805,ホビー,brand_06,新品,1,2026-02-02,,93,18147
tr_01806,ファッション,brand_09,全体的に状態が悪い,1,2026-03-09,433.0,118,6160
tr_01807,ホビー,brand_14,ほぼ新品,1,2026-02-24,214.0,40,7447
tr_01808,家電,brand_16,傷や汚れあり,1,2026-04-16,136.0,35,10757
tr_01809,ホビー,brand_06,ほぼ新品,1,2026-02-20,450.0,55,13173
tr_01810,ホビー,brand_00,ほぼ新品,0,2026-04-15,213.0,161,11490
tr_01811,ホビー,brand_19,ほぼ新品,0,2026-03-10,549.0,177,7441
tr_01812,家電,brand_07,新品,1,2026-04-07,511.0,118,0
tr_01813,ホビー,brand_04,新品,0,2026-04-07,351.0,191,13386
tr_01814,本・音楽,brand_16,傷や汚れあり,0,2026-02-26,587.0,112,1545
tr_01815,ファッション,brand_17,新品,1,2026-02-09,551.0,-1,10488
tr_01816,ファッション,,傷や汚れあり,0,2026-02-07,581.0,80,2766
tr_01817,ホビー,brand_00,新品,0,2026-03-06,199.0,198,4358
tr_01818,ファッション,brand_13,新品,0,2026-04-01,28.0,58,11405
tr_01819,本・音楽,,ほぼ新品,0,2026-02-08,100.0,104,2097
tr_01820,ホビー,brand_02,全体的に状態が悪い,1,2026-02-21,123.0,120,5775
tr_01821,本・音楽,brand_00,傷や汚れあり,0,2026-02-04,370.0,236,2246
tr_01822,ホビー,brand_15,全体的に状態が悪い,1,2026-03-17,513.0,133,4025
tr_01823,ホビー,brand_19,ほぼ新品,1,2026-04-21,186.0,97,14036
tr_01824,本・音楽,brand_02,傷や汚れあり,1,2026-03-16,473.0,111,984
tr_01825,ファッション,brand_07,ほぼ新品,1,2026-02-24,366.0,15,8698
tr_01826,家電,brand_09,ほぼ新品,1,2026-03-11,484.0,10,58209
tr_01827,本・音楽,brand_09,ほぼ新品,0,2026-02-09,245.0,173,2397
tr_01828,ファッション,brand_15,傷や汚れあり,1,2026-03-27,213.0,131,3742
tr_01829,家電,brand_00,全体的に状態が悪い,0,2026-03-29,347.0,168,11709
tr_01830,ホビー,brand_16,全体的に状態が悪い,0,2026-04-20,429.0,77,9392
tr_01831,ファッション,brand_15,傷や汚れあり,0,2026-01-23,28.0,56,4914
tr_01832,ホビー,brand_05,新品,1,2026-02-21,577.0,33,13718
tr_01833,ホビー,brand_10,傷や汚れあり,0,2026-04-22,441.0,30,14397
tr_01834,ホビー,brand_14,新品,0,2026-01-14,313.0,215,14566
tr_01835,本・音楽,,ほぼ新品,1,2026-03-17,470.0,56,2480
tr_01836,ファッション,brand_10,全体的に状態が悪い,0,2026-02-02,296.0,158,2537
tr_01837,家電,brand_19,新品,1,2026-03-11,489.0,29,52761
tr_01838,スポーツ,brand_02,傷や汚れあり,1,2026-02-19,377.0,80,12206
tr_01839,ホビー,brand_01,新品,1,2026-04-16,434.0,56,18488
tr_01840,本・音楽,,傷や汚れあり,1,2026-01-29,198.0,-1,800
tr_01841,家電,brand_19,全体的に状態が悪い,0,2026-01-19,241.0,32,21755
tr_01842,ファッション,brand_14,全体的に状態が悪い,1,2026-03-18,544.0,61,388100
tr_01843,家電,brand_19,ほぼ新品,0,2026-03-15,194.0,112,21108
tr_01844,ホビー,brand_05,傷や汚れあり,1,2026-04-14,407.0,50,7077
tr_01845,ファッション,brand_03,ほぼ新品,0,2026-03-22,75.0,58,3642
tr_01846,家電,brand_14,ほぼ新品,1,2026-02-05,489.0,47,29268
tr_01847,ファッション,brand_04,ほぼ新品,1,2026-02-04,572.0,202,9437
tr_01848,家電,brand_15,ほぼ新品,1,2026-03-09,331.0,54,17531
tr_01849,本・音楽,,新品,1,2026-04-25,55.0,129,8267
tr_01850,ホビー,brand_17,ほぼ新品,0,2026-03-31,447.0,82,10367
tr_01851,スポーツ,brand_06,ほぼ新品,1,2026-01-05,87.0,168,12652
tr_01852,家電,brand_10,新品,0,2026-03-13,98.0,54,19469
tr_01853,本・音楽,,傷や汚れあり,1,2026-04-21,539.0,103,1881
tr_01854,ファッション,brand_04,傷や汚れあり,0,2026-02-03,233.0,245,4879
tr_01855,家電,brand_06,傷や汚れあり,1,2026-01-20,27.0,135,17217
tr_01856,ファッション,brand_18,傷や汚れあり,1,2026-01-04,269.0,67,4399
tr_01857,スポーツ,brand_05,ほぼ新品,1,2026-02-11,570.0,148,10763
tr_01858,家電,brand_14,ほぼ新品,1,2026-02-14,540.0,74,25838
tr_01859,ホビー,brand_04,ほぼ新品,1,2026-04-07,47.0,169,10617
tr_01860,スポーツ,brand_08,傷や汚れあり,1,2026-01-12,101.0,96,17159
tr_01861,ファッション,brand_06,新品,1,2026-02-10,341.0,300,17015
tr_01862,ファッション,brand_18,全体的に状態が悪い,1,2026-03-07,170.0,46,2414
tr_01863,家電,brand_11,全体的に状態が悪い,0,2026-02-21,403.0,27,6000
tr_01864,本・音楽,brand_00,傷や汚れあり,0,2026-04-09,100.0,217,1564
tr_01865,本・音楽,brand_02,傷や汚れあり,0,2026-01-28,111.0,89,1310
tr_01866,本・音楽,,ほぼ新品,0,2026-03-25,395.0,94,4295
tr_01867,ファッション,brand_03,新品,0,2026-03-30,26.0,27,3460
tr_01868,ファッション,brand_16,ほぼ新品,0,2026-04-25,473.0,69,2421
tr_01869,ホビー,brand_09,全体的に状態が悪い,1,2026-02-02,383.0,52,6473
tr_01870,ファッション,brand_15,ほぼ新品,1,2026-04-21,431.0,122,4295
tr_01871,ファッション,brand_09,傷や汚れあり,0,2026-01-13,105.0,21,2052
tr_01872,ファッション,brand_07,傷や汚れあり,0,2026-04-06,,17,2455
tr_01873,ファッション,brand_03,傷や汚れあり,0,2026-04-14,208.0,83,2884
tr_01874,ホビー,brand_09,傷や汚れあり,0,2026-02-11,145.0,146,5085
tr_01875,ホビー,brand_07,ほぼ新品,1,2026-04-06,559.0,98,9500
tr_01876,ホビー,brand_02,新品,1,2026-02-21,213.0,100,11033
tr_01877,本・音楽,,ほぼ新品,1,2026-04-04,527.0,214,4488
tr_01878,本・音楽,,ほぼ新品,1,2026-03-28,519.0,-1,2486
tr_01879,ファッション,brand_06,傷や汚れあり,0,2026-02-10,581.0,15,2773
tr_01880,ファッション,brand_03,傷や汚れあり,1,2026-02-06,399.0,4,4603
tr_01881,家電,brand_06,全体的に状態が悪い,0,2026-01-28,231.0,198,8838
tr_01882,ファッション,brand_06,ほぼ新品,0,2026-03-30,117.0,99,7095
tr_01883,ファッション,brand_12,傷や汚れあり,1,2026-02-04,296.0,85,6580
tr_01884,ファッション,brand_06,全体的に状態が悪い,1,2026-04-13,129.0,35,4982
tr_01885,家電,brand_14,ほぼ新品,1,2026-01-08,597.0,29,33125
tr_01886,本・音楽,,新品,1,2026-01-04,188.0,110,3334
tr_01887,家電,brand_10,ほぼ新品,0,2026-01-20,369.0,97,25018
tr_01888,ホビー,brand_16,ほぼ新品,1,2026-02-13,587.0,191,19411
tr_01889,ファッション,brand_03,ほぼ新品,0,2026-01-05,367.0,180,12588
tr_01890,スポーツ,brand_04,ほぼ新品,0,2026-03-07,590.0,28,9662
tr_01891,ホビー,brand_03,全体的に状態が悪い,1,2026-02-10,590.0,25,6456
tr_01892,家電,,ほぼ新品,1,2026-02-20,173.0,80,35079
tr_01893,家電,brand_19,ほぼ新品,1,2026-03-05,172.0,210,19804
tr_01894,本・音楽,,ほぼ新品,0,2026-04-26,373.0,216,1638
tr_01895,ホビー,brand_01,全体的に状態が悪い,1,2026-01-30,538.0,167,4466
tr_01896,ホビー,brand_04,新品,0,2026-03-25,229.0,90,11391
tr_01897,ファッション,brand_08,ほぼ新品,0,2026-02-19,365.0,152,7528
tr_01898,家電,brand_18,傷や汚れあり,0,2026-04-27,,49,27047
tr_01899,家電,brand_06,新品,0,2026-01-24,243.0,90,16622
tr_01900,本・音楽,,ほぼ新品,1,2026-02-09,389.0,127,3559
tr_01901,ファッション,brand_01,ほぼ新品,1,2026-02-06,292.0,79,2453
tr_01902,家電,brand_18,傷や汚れあり,0,2026-04-14,379.0,98,23740
tr_01903,ファッション,brand_13,傷や汚れあり,1,2026-04-20,363.0,196,5679
tr_01904,家電,brand_06,ほぼ新品,1,2026-03-10,215.0,100,35774
tr_01905,ホビー,brand_03,新品,1,2026-02-21,65.0,60,12841
tr_01906,ホビー,brand_12,傷や汚れあり,0,2026-01-02,352.0,15,8380
tr_01907,ホビー,brand_04,新品,0,2026-03-28,362.0,136,12791
tr_01908,ファッション,brand_17,傷や汚れあり,1,2026-03-30,149.0,65,3986
tr_01909,家電,brand_16,全体的に状態が悪い,1,2026-01-28,231.0,162,12037
tr_01910,ホビー,brand_07,ほぼ新品,1,2026-04-20,142.0,197,9421
tr_01911,本・音楽,brand_06,傷や汚れあり,0,2026-01-16,155.0,25,1555
tr_01912,本・音楽,,ほぼ新品,1,2026-01-12,25.0,139,808
tr_01913,スポーツ,brand_10,ほぼ新品,1,2026-03-09,329.0,16,13188
tr_01914,家電,brand_13,傷や汚れあり,0,2026-02-01,211.0,366,32332
tr_01915,ファッション,brand_01,傷や汚れあり,1,2026-02-05,359.0,250,8492
tr_01916,ファッション,brand_04,ほぼ新品,0,2026-02-19,64.0,94,3534
tr_01917,ファッション,brand_01,ほぼ新品,0,2026-01-03,265.0,90,5802
tr_01918,家電,brand_06,ほぼ新品,1,2026-02-15,569.0,196,24118
tr_01919,本・音楽,,ほぼ新品,1,2026-01-17,361.0,201,2326
tr_01920,家電,brand_15,新品,1,2026-01-21,595.0,51,29440
tr_01921,家電,brand_05,新品,0,2026-03-07,66.0,98,28356
tr_01922,ホビー,brand_15,傷や汚れあり,0,2026-03-05,461.0,15,8176
tr_01923,家電,brand_18,ほぼ新品,0,2026-04-10,490.0,57,19004
tr_01924,ホビー,brand_09,全体的に状態が悪い,0,2026-01-31,579.0,36,3538
tr_01925,ファッション,brand_18,ほぼ新品,1,2026-03-27,31.0,57,4298
tr_01926,家電,brand_05,ほぼ新品,0,2026-02-06,23.0,47,23412
tr_01927,本・音楽,,ほぼ新品,0,2026-03-19,388.0,118,3335
tr_01928,家電,brand_16,傷や汚れあり,0,2026-01-23,327.0,119,0
tr_01929,本・音楽,brand_17,傷や汚れあり,1,2026-04-26,154.0,97,1769
tr_01930,スポーツ,brand_10,ほぼ新品,1,2026-03-26,213.0,12,9273
tr_01931,ファッション,,傷や汚れあり,0,2026-02-27,284.0,116,3669
tr_01932,ホビー,brand_10,ほぼ新品,1,2026-01-03,572.0,31,10368
tr_01933,スポーツ,brand_16,新品,1,2026-04-18,383.0,82,25800
